Timestamp,ID_REC,ID_SERIES,CALNAME,APPLICATIONNAME,CPFNAME,Property_1_Name,Property_1_Value,Property_1_U,Property_1_H,Property_1_S,Property_1_Flags,Property_2_Name,Property_2_Value,Property_2_U,Property_2_H,Property_2_S,Property_2_Flags,NumSpec,NumSpecOK,NumSpecOK%,Reference Remaining Time,"Number of ""Intensity Too High"" spectra"
10/11/2022 18:07,ILMC tier 5 and 6_4_113_7128781,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,20.4792,0.743,1.1705,5.0991,,SoyProtein,43.6011,1.42,2.3691,4.0711,,129,46,35.659,0:57:30,0
10/11/2022 18:08,ILMC tier 5 and 6_5_113_7128783,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,17.1097,0.744,1.224,2.4776,,SoyProtein,50.0771,1.41,1.6075,3.0545,,129,36,27.907,0:56:49,0
10/11/2022 18:08,ILMC tier 5 and 6_6_113_7128782,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,20.8967,0.747,1.8181,4.1626,,SoyProtein,45.0682,1.42,2.6289,3.9188,,129,43,33.333,0:56:23,0
10/11/2022 18:09,ILMC tier 5 and 6_7_113_7128770,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,18.7513,0.742,0.92709,2.88,,SoyProtein,47.5299,1.41,1.4103,3.5625,,130,34,26.154,0:55:56,0
10/11/2022 18:09,ILMC tier 5 and 6_8_113_7128771,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,21.0668,0.748,1.9436,3.0907,,SoyProtein,44.0553,1.42,2.7585,3.2569,,130,35,26.923,0:55:29,0
10/11/2022 18:10,ILMC tier 5 and 6_9_113_7128772,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,21.2278,0.749,2.1331,3.3091,,SoyProtein,44.6478,1.42,2.8423,3.3777,,130,35,26.923,0:55:03,0
10/11/2022 18:10,ILMC tier 5 and 6_10_113_7128773,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,17.8882,0.747,1.8339,1.6249,,SoyProtein,49.8292,1.42,2.1648,2.8328,,130,22,16.923,0:54:31,0
10/11/2022 18:11,ILMC tier 5 and 6_11_113_7128769,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,19.4531,0.743,1.1103,1.9433,,SoyProtein,45.7663,1.41,1.1085,2.8996,,130,34,26.154,0:54:05,0
10/11/2022 18:11,ILMC tier 5 and 6_12_113_7128776,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,21.0091,0.747,1.9106,3.2999,,SoyProtein,43.6461,1.42,2.6609,3.4717,,130,40,30.769,0:53:37,0
10/11/2022 18:12,ILMC tier 5 and 6_13_113_7128774,ILMC tier 5 and 6Series,PLS_%Moisture,BHSoy2022,ILMC tier 5 and 6CPF.cpf,SoyOil,18.7572,0.741,0.72914,2.1975,,SoyProtein,47.0697,1.41,1.0944,2.9658,,130,43,33.077,0:53:12,0
